,index,distance,name,scheduleType,storeOpen,storeClose,storeNumber,isStoreOpen,address,amenities,orderingAvailable,isCurbsideDeliveryAvailable,fuelTypes,latitude,longitude,food,fuel,restrooms,diesel,ethanolFreeGas,open24Hours,teslaChargingStation,propane,chademoChargingStation,ccsChargingStation
439,11,14.78,10691 davidson place,24hours,00:00:00,00:00:00,8658,False,"{'address': '10691 davidson place', 'city': 'manassas', 'state': 'VA', 'zip': '20109'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': True, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",38.79332,-77.515527,True,True,True,True,False,True,True,True,False,False
440,12,16.36,13355 minneville road,24hours,00:00:00,00:00:00,0661,False,"{'address': '13355 minneville road', 'city': 'woodbridge', 'state': 'VA', 'zip': '22192'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': False, 'propane': False, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",38.658928,-77.29983,True,True,True,True,False,True,True,True,False,False
441,14,17.67,11111 nokesville rd,24hours,00:00:00,00:00:00,8637,False,"{'address': '11111 nokesville rd', 'city': 'manassas', 'state': 'VA', 'zip': '20112'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': False, 'propane': False, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",38.737121,-77.532174,True,True,True,True,False,True,False,False,False,False
442,16,18.1,2051 daniel stuart square,24hours,00:00:00,00:00:00,0662,False,"{'address': '2051 daniel stuart square', 'city': 'woodbridge', 'state': 'VA', 'zip': '22191'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': True, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",38.632871,-77.27556,True,True,True,True,False,True,False,True,True,True
443,18,19.77,15809 jefferson davis highway,24hours,00:00:00,00:00:00,0680,False,"{'address': '15809 jefferson davis highway', 'city': 'woodbridge', 'state': 'VA', 'zip': '22191-4222'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': True, 'propane': False, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",38.60908,-77.29007,True,True,True,True,False,True,True,False,False,False
444,19,20.04,14461 lee hwy.,24hours,00:00:00,00:00:00,0651,False,"{'address': '14461 lee hwy.', 'city': 'gainesville', 'state': 'VA', 'zip': '20155'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",38.792423,-77.62237,True,True,True,True,False,True,True,True,False,False
445,26,26.49,11505 berry road,24hours,00:00:00,00:00:00,0565,False,"{'address': '11505 berry road', 'city': 'waldorf', 'state': 'MD', 'zip': '20603'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': True, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",38.629589,-76.91908,True,False,False,False,,True,False,False,False,False
446,29,27.53,4210 crain hwy (@ billingsley),24hours,00:00:00,00:00:00,0568,False,"{'address': '4210 crain hwy (@ billingsley)', 'city': 'white plains', 'state': 'MD', 'zip': '20695-3000'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': True, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",38.595198,-76.937156,True,True,True,True,False,True,False,True,False,False
447,30,28.5,5955 crain hwy.,24hours,00:00:00,00:00:00,0584,False,"{'address': '5955 crain hwy.', 'city': 'la plata', 'state': 'MD', 'zip': '20646-4264'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",38.548741,-76.98655,True,True,True,True,False,False,False,True,False,False
448,32,29.87,3099 richmond hwy,24hours,00:00:00,00:00:00,8679,False,"{'address': '3099 richmond hwy', 'city': 'stafford', 'state': 'VA', 'zip': '22554'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",38.473438,-77.396912,True,True,True,True,False,True,False,True,False,False
449,33,30.42,15 eustace road,24hours,00:00:00,00:00:00,0689,False,"{'address': '15 eustace road', 'city': 'stafford', 'state': 'VA', 'zip': '22554-3717'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': True, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",38.473164,-77.43589,True,True,False,True,False,True,False,True,False,False
450,34,30.48,105 garrisonville road,24hours,00:00:00,00:00:00,0697,False,"{'address': '105 garrisonville road', 'city': 'stafford', 'state': 'VA', 'zip': '22554-1523'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': True, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",38.467169,-77.41198,True,False,False,False,,True,False,False,False,False
451,35,30.67,1172 garrisonville road,24hours,00:00:00,00:00:00,8674,False,"{'address': '1172 garrisonville road', 'city': 'stafford', 'state': 'VA', 'zip': '22556'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",38.47912846,-77.47332854,True,False,True,False,,True,False,False,False,False
452,36,31.33,510 frost avenue,24hours,00:00:00,00:00:00,8622,False,"{'address': '510 frost avenue', 'city': 'warrenton', 'state': 'VA', 'zip': '20186'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': True, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}, {'category': 'xEthanol'}]",38.716614,-77.808854,True,True,True,True,False,True,True,True,False,False
453,37,31.55,72 austin park drive,24hours,00:00:00,00:00:00,0665,False,"{'address': '72 austin park drive', 'city': 'stafford', 'state': 'VA', 'zip': '22554-8461'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",38.449699,-77.40386,True,True,True,True,False,True,True,True,False,False
454,39,33.65,920 wonder road,24hours,00:00:00,00:00:00,8689,False,"{'address': '920 wonder road', 'city': 'stafford', 'state': 'VA', 'zip': '22554'}","{'food': True, 'fuel': True, 'restrooms': False, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': False, 'propane': False, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",38.422958,-77.42823919,True,True,True,True,False,True,True,False,True,True
455,40,34.31,5440 urbana pike,24hours,00:00:00,00:00:00,8505,False,"{'address': '5440 urbana pike', 'city': 'frederick', 'state': 'MD', 'zip': '21703-7332'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",39.381549,-77.40087,True,False,True,False,,True,False,False,False,False
456,43,35.47,5833 ballenger creek pike,24hours,00:00:00,00:00:00,0554,False,"{'address': '5833 ballenger creek pike', 'city': 'frederick', 'state': 'MD', 'zip': '21703'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': True, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",39.392159,-77.438231,True,True,True,True,False,True,False,True,False,False
457,44,37.14,1001 w patrick st,24hours,00:00:00,00:00:00,8513,False,"{'address': '1001 w patrick st', 'city': 'frederick', 'state': 'MD', 'zip': '21702-3903'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",39.41707,-77.438781,True,True,True,True,False,True,False,True,False,False
458,47,37.96,860 richmond hwy,24hours,00:00:00,00:00:00,8677,False,"{'address': '860 richmond hwy', 'city': 'fredericksburg', 'state': 'VA', 'zip': '22405'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': False, 'propane': False, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",38.36427708,-77.45611047,True,True,True,True,False,True,False,True,False,False
459,49,38.28,30320 three notch road,24hours,00:00:00,00:00:00,0588,False,"{'address': '30320 three notch road', 'city': 'charlotte hall', 'state': 'MD', 'zip': '20622-3189'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': True, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}, {'category': 'xEthanol'}]",38.501543,-76.773898,True,True,True,True,False,True,True,False,False,False
460,1,6.05,27605 three notch rd.,24hours,00:00:00,00:00:00,0583,False,"{'address': '27605 three notch rd.', 'city': 'mechanicsville', 'state': 'MD', 'zip': '20659-3374'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': True, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}, {'category': 'xEthanol'}]",38.426744,-76.71574,True,True,True,True,False,True,False,True,False,False
461,2,10.2,305 market square drive,24hours,00:00:00,00:00:00,0591,False,"{'address': '305 market square drive', 'city': 'prince frederick', 'state': 'MD', 'zip': '20678'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",38.557041,-76.59899,True,True,True,True,False,True,True,True,False,False
462,8,19.46,23141 three notch rd.,24hours,00:00:00,00:00:00,0592,False,"{'address': '23141 three notch rd.', 'city': 'california', 'state': 'MD', 'zip': '20619'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': True, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}, {'category': 'xEthanol'}]",38.302751,-76.51936,True,False,False,False,,True,False,False,False,False
463,9,19.88,5362 james madison highway,24hours,00:00:00,00:00:00,0669,False,"{'address': '5362 james madison highway', 'city': 'king george', 'state': 'VA', 'zip': '22485-5355'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': True, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}, {'category': 'xEthanol'}]",38.339674,-77.07762,True,False,False,False,,True,False,False,False,False
464,10,21.88,22530 three notch rd.,24hours,00:00:00,00:00:00,0587,False,"{'address': '22530 three notch rd.', 'city': 'lexington park', 'state': 'MD', 'zip': '20653-2131'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': True, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}, {'category': 'xEthanol'}]",38.286931,-76.476776,True,True,True,True,False,True,False,True,False,False
465,37,38.47,601 sunburst highway,24hours,00:00:00,00:00:00,0563,False,"{'address': '601 sunburst highway', 'city': 'cambridge', 'state': 'MD', 'zip': '21613'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': True, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}, {'category': 'xEthanol'}]",38.561096,-76.06626,True,True,True,True,False,True,True,True,False,False
466,38,38.79,275 butler road,24hours,00:00:00,00:00:00,0688,False,"{'address': '275 butler road', 'city': 'fredericksburg', 'state': 'VA', 'zip': '22405-2438'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",38.31648,-77.45028,True,True,True,True,False,True,True,True,False,False
467,40,39.83,3402 shannon park dr,24hours,00:00:00,00:00:00,0658,False,"{'address': '3402 shannon park dr', 'city': 'fredericksburg', 'state': 'VA', 'zip': '22408-2373'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': True, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}, {'category': 'xEthanol'}]",38.271146,-77.44803,True,False,True,False,,True,False,False,False,False
468,43,40.6,9 south gateway dr,24hours,00:00:00,00:00:00,8627,False,"{'address': '9 south gateway dr', 'city': 'fredericksburg', 'state': 'VA', 'zip': '22406'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",38.343527,-77.496258,True,True,True,True,False,True,False,True,False,False
469,45,41.11,830 warrenton road,24hours,00:00:00,00:00:00,0668,False,"{'address': '830 warrenton road', 'city': 'fredericksburg', 'state': 'VA', 'zip': '22406-1072'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",38.355726,-77.51019,True,True,True,True,False,True,False,True,False,False
470,47,41.83,2390 plank road,24hours,00:00:00,00:00:00,0667,False,"{'address': '2390 plank road', 'city': 'fredericksburg', 'state': 'VA', 'zip': '22401'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': True, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}, {'category': 'xEthanol'}]",38.295644,-77.50027,True,True,True,True,False,True,False,True,False,False
471,48,41.91,1735 tappahannock blvd,24hours,00:00:00,00:00:00,8682,False,"{'address': '1735 tappahannock blvd', 'city': 'tappahannock', 'state': 'VA', 'zip': '22560'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': True, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}, {'category': 'xEthanol'}]",37.8997474,-76.86993665,True,True,True,True,False,False,False,False,False,False
472,49,42.31,4625 harrison road,24hours,00:00:00,00:00:00,0653,False,"{'address': '4625 harrison road', 'city': 'fredericksburg', 'state': 'VA', 'zip': '22408-1838'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': True, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}, {'category': 'xEthanol'}]",38.264408,-77.4941,True,True,True,True,False,True,True,False,False,False
473,1,1.02,199 falcon drive,24hours,00:00:00,00:00:00,0691,False,"{'address': '199 falcon drive', 'city': 'fredericksburg', 'state': 'VA', 'zip': '22408-1930'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': True, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}, {'category': 'xEthanol'}]",38.249665,-77.493122,True,True,True,True,False,True,False,True,False,False
474,2,1.62,10626-1063 courthouse road,24hours,00:00:00,00:00:00,0663,False,"{'address': '10626-1063 courthouse road', 'city': 'fredericksburg', 'state': 'VA', 'zip': '22407-1602'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': True, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}, {'category': 'xEthanol'}]",38.247741,-77.5151,True,True,True,True,False,True,True,True,False,False
475,4,2.51,1140 carl d. silver parkway,24hours,00:00:00,00:00:00,0660,False,"{'address': '1140 carl d. silver parkway', 'city': 'fredericksburg', 'state': 'VA', 'zip': '22401'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': True, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}, {'category': 'xEthanol'}]",38.297254,-77.51373,True,True,True,True,False,True,True,False,False,False
476,6,2.75,10060 patriot highway,24hours,00:00:00,00:00:00,8617,False,"{'address': '10060 patriot highway', 'city': 'fredericksburg', 'state': 'VA', 'zip': '22407'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': True, 'open24Hours': True, 'teslaChargingStation': True, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}, {'category': 'xEthanol'}]",38.225972,-77.50693,True,True,True,True,False,True,False,True,False,False
477,7,2.97,4527 plank road rte 3,24hours,00:00:00,00:00:00,0664,False,"{'address': '4527 plank road rte 3', 'city': 'fredericksburg', 'state': 'VA', 'zip': '22407-4811'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': True, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}, {'category': 'xEthanol'}]",38.289956,-77.53807,True,True,True,True,False,True,False,True,False,False
478,10,6.11,9235 courthouse road,24hours,00:00:00,00:00:00,8685,False,"{'address': '9235 courthouse road', 'city': 'spotsylvania', 'state': 'VA', 'zip': '22553'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': True, 'open24Hours': True, 'teslaChargingStation': False, 'propane': False, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}, {'category': 'xEthanol'}]",38.207753,-77.580424,True,True,True,True,False,True,False,True,False,False
479,19,17.02,8150 ladysmith road,24hours,00:00:00,00:00:00,6601,False,"{'address': '8150 ladysmith road', 'city': 'ruther glen', 'state': 'VA', 'zip': '22546'}","{'food': True, 'fuel': True, 'restrooms': False, 'diesel': True, 'ethanolFreeGas': True, 'open24Hours': True, 'teslaChargingStation': False, 'propane': False, 'chademoChargingStation': False, 'ccsChargingStation': False}",False,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}, {'category': 'xEthanol'}]",38.01825916,-77.503879,True,True,True,True,False,True,True,True,False,False
480,28,34.97,100 north washington hwy,24hours,00:00:00,00:00:00,8652,False,"{'address': '100 north washington hwy', 'city': 'ashland', 'state': 'VA', 'zip': '23005'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'E85'}, {'category': 'Super'}, {'category': 'E15'}]",37.75859,-77.47165,True,False,False,False,,True,False,False,False,False
481,33,39.99,10373 sliding hill road,24hours,00:00:00,00:00:00,8607,False,"{'address': '10373 sliding hill road', 'city': 'ashland', 'state': 'VA', 'zip': '23005'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",37.68628,-77.460297,True,True,False,True,False,True,False,True,False,False
482,37,42.36,12564 broad street,24hours,00:00:00,00:00:00,0696,False,"{'address': '12564 broad street', 'city': 'henrico', 'state': 'VA', 'zip': '23233-7300'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': True, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}, {'category': 'xEthanol'}]",37.663798,-77.64978,True,True,True,True,False,True,True,True,False,False
483,38,42.77,9179 chamberlayne road,24hours,00:00:00,00:00:00,8602,False,"{'address': '9179 chamberlayne road', 'city': 'mechanicsville', 'state': 'VA', 'zip': '23116'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",37.649469,-77.404251,True,True,True,True,False,True,True,True,False,False
484,39,42.88,11052 west broad street,24hours,00:00:00,00:00:00,8615,False,"{'address': '11052 west broad street', 'city': 'glen allen', 'state': 'VA', 'zip': '23060'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",37.64838,-77.59022,True,True,True,True,False,True,True,False,True,True
485,40,42.98,8800 brook road,24hours,00:00:00,00:00:00,0677,False,"{'address': '8800 brook road', 'city': 'glen allen', 'state': 'VA', 'zip': '23060'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",37.64291078,-77.46098279,True,False,True,False,,True,False,False,False,False
